公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,工资,职位福利
北京五八到家信息技术有限公司,58到家,50-150人,天使轮,朝阳区,高级前端开发工程师,1-3年,本科,13k-25k,"核心团队,发展空间大,技术高调整,福利待遇好"
北京瓴岳信息技术有限公司,洋钱罐,150-500人,不需要融资,朝阳区,运维开发工程师,1-3年,本科,15k-30k,"技术大牛多,六险一金,弹性工作,午餐晚餐"
贵阳货车帮科技有限公司,货车帮,2000人以上,B轮,朝阳区,大数据开发工程师,5-10年,本科,25k-50k,"五险一金,弹性工作,周末双休,平台大"
炫一下（北京）科技有限公司,一下科技,500-2000人,D轮及以上,朝阳区,算法工程师,3-5年,本科,38k-60k,"不加班,福利好,有期权,急需3位"
北京完美创意科技有限公司,更美APP,150-500人,D轮及以上,朝阳区,2018秋季校园招聘-软件研发工程师,不限,本科,10k-20k,"期权,专业培训,国外旅游"
北京芯盾时代科技有限公司,Trusfort芯盾时代,150-500人,B轮,海淀区,大数据开发工程师,3-5年,本科,20k-35k,"五险一金,工作居住证,节日福利,出国旅游"
北京微光果壳科技有限公司,微壳,150-500人,不需要融资,朝阳区,【高级运维开发工程师】,3-5年,本科,25k-50k,"Geek,核心岗位,六险一金,海外旅游"
北京中交兴路信息科技有限公司,中交兴路,500-2000人,未融资,海淀区,GO语言开发工程师-北京-00379,3-5年,本科,20k-35k,空间大 前景好
中国搜索信息科技股份有限公司,中国搜索,500-2000人,不需要融资,东城区,技术流程开发工程师,1-3年,本科,15k-25k,"国企,福利好,大平台"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,云计算高级研发工程师,3-5年,本科,15k-30k,"发展空间,弹性工作"
联通支付有限公司,联通支付有限公司,150-500人,不需要融资,西城区,大数据开发工程师,3-5年,本科,15k-20k,"大数据平台,千万级用户"
秒针信息技术有限公司,秒针系统,500-2000人,D轮及以上,朝阳区,数据仓库开发工程师,3-5年,本科,25k-35k,"大牛多,学习型组织,技术创新"
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,资深运维开发工程师,3-5年,本科,30k-60k,"15薪,13天年假,免费三餐,期权激励"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,分布式消息队列运维研发工程师(J181017009),3-5年,本科,25k-35k,丰厚年终奖
北京金山软件有限公司,金山办公软件,2000人以上,上市公司,海淀区,运维开发工程师,1-3年,本科,10k-20k,"免费三餐,免费班车,各种团建,六险一金"
北京车势科技有限公司,车势科技,150-500人,A轮,朝阳区,golang开发工程师,3-5年,本科,15k-20k,"工作居住证,期权,国际化"
北京作业盒子科技有限公司,作业盒子,500-2000人,C轮,朝阳区,测试开发工程师,3-5年,本科,20k-30k,"14薪,年度旅游"
悠易互通（北京）广告有限公司,悠易,150-500人,C轮,朝阳区,C/C++ Linux gcc/g++ gdb,5-10年,本科,30k-50k,"核心团队,技术驱动,期权激励,海外年会"
北京多知科技有限公司,考虫网,150-500人,D轮及以上,东城区,高级PHP研发工程师,3-5年,本科,20k-40k,"在线教育,D轮,发展空间"
北京易数科技有限公司,GrowingIO,150-500人,A轮,朝阳区,移动端测试开发工程师,3-5年,本科,20k-30k,期权激励、硅谷文化、牛人共事、技术驱动
深圳天宏迅联科技发展有限公司,天宏迅联,50-150人,不需要融资,海淀区,高级运维开发工程师/运维开发经理,5-10年,本科,25k-45k,"氛围轻松,福利多多,弹性工作,高额期权"
北京微光果壳科技有限公司,微壳,150-500人,不需要融资,海淀区,资深前端开发工程师/前端负责人,3-5年,本科,30k-50k,"知名企业,14薪,五险一金,学霸集中营"
北京豆网科技有限公司,豆瓣网,150-500人,C轮,朝阳区,系统开发工程师(云平台),1-3年,本科,15k-25k,"六险一金,带薪年假,补充医疗"
北京易商迅达科技有限公司,易商迅达,15-50人,未融资,海淀区,985/211-敏捷开发工程师-Ansible,5-10年,本科,25k-40k,"技术开放,保底提成,全员持股,发展无限"
北京影谱科技股份有限公司,影谱科技,50-150人,上市公司,东城区,高级C++开发工程师,5-10年,本科,25k-35k,"中科院合作,上市公司,技术极客,福利好"
北京领创智信科技有限公司,北京领创智信科技有限公司,500-2000人,B轮,朝阳区,前端工程师,1-3年,本科,15k-25k,"期权激励,弹性工作,带薪年假,扁平管理"
北京什格网络科技有限公司,肥皂台,15-50人,天使轮,朝阳区,PHP开发,3-5年,本科,15k-25k,"弹性工作,五险一金,年底双薪,绩效奖金"
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,数据研发工程师,5-10年,本科,25k-50k,"六险一金,免费三餐,平台大,晋升机制"
北京点石经纬科技有限公司,新东方教育行业研究院,150-500人,B轮,海淀区,Android工程师,3-5年,大专,14k-24k,"机会多多,大牛多,平台好"
高济（天津）投资有限公司,高济医疗,150-500人,不需要融资,东城区,高级Java开发工程师,5-10年,本科,30k-40k,"技术大拿,新零售"
上海蔚来汽车有限公司,NIO蔚来,2000人以上,D轮及以上,朝阳区,JAVA数据开发工程师,3-5年,硕士,20k-40k,"技术大牛集,股票期权,氛围融洽,福利多多"
深圳码隆科技有限公司,码隆科技,50-150人,B轮,海淀区,全栈工程师,1-3年,本科,15k-25k,"技术大牛多,绩效奖金,工作氛围好,成长空间大"
北京捷通华声科技股份有限公司,捷通华声,150-500人,不需要融资,海淀区,高级C++开发工程师(能力平台),3-5年,本科,20k-35k,"发展空间,领导好,人工智能,2次调薪"
塞纳德（北京）信息技术有限公司,爱卡汽车,500-2000人,不需要融资,朝阳区,算法工程师,3-5年,本科,20k-30k,"六险一金,带薪年假,餐补交通补,办公环境棒"
况客科技(北京)有限公司,况客科技,15-50人,A轮,朝阳区,前端、后端、技术支持类岗位,应届毕业生,本科,8k-15k,"福利好,五险一金,补充医疗,好吃好喝"
北京哥大诺博教育科技股份有限公司,哥大诺博,500-2000人,上市公司,海淀区,软件算法工程师,3-5年,本科,20k-40k,"教育+科技,学龄前,脑认知"
轻客智能科技（江苏）有限公司,MYNTAI小觅智能,50-150人,A轮,朝阳区,自动驾驶开发工程师,1-3年,本科,13k-25k,"上升空间大,福利待遇好,弹性工作制,平台成长快"
无线生活（北京）信息技术有限公司,微店,500-2000人,C轮,朝阳区,广告算法工程师,3-5年,本科,40k-80k,"薪酬可谈,期权激励,最核心业务,福利完善"
北京蓦然认知科技有限公司,蓦然认知科技,50-150人,A轮,海淀区,算法工程师,1-3年,本科,25k-45k,比Google 和 Siri 还牛的研发团队
小船出海教育科技（北京）有限公司,作业帮,2000人以上,C轮,海淀区,流媒体测试开发工程师,1-3年,本科,15k-25k,七险一金；住房补贴；免费三餐；带薪病假
北京新工场投资顾问有限公司,她理财,50-150人,A轮,朝阳区,资深后端开发工程师,3-5年,本科,20k-40k,15薪 期权激励 优秀团队 工程师文化
北京博智天下信息技术有限公司,朗播网,150-500人,B轮,海淀区,Node.js开发工程师,5-10年,本科,20k-40k,"出国旅游,股票期权,免费健身,带薪年假"
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,资深Java研发工程师,5-10年,本科,30k-50k,免费三餐
致美生活（北京）科技有限公司,Plum,50-150人,B轮,朝阳区,BI开发工程师,3-5年,本科,13k-26k,"前沿技术,快速成长,成长快,氛围轻松"
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,海淀区,图像算法研发工程师,3-5年,本科,25k-50k,"五险一金,年终奖金"
北京博乐科技有限公司,博乐科技,150-500人,不需要融资,朝阳区,资深服务器开发工程师,3-5年,本科,20k-40k,"奖金超多,氛围轻松"
神策网络科技（北京）有限公司,神策数据,150-500人,C轮,海淀区,推荐系统研发工程师,应届毕业生,本科,10k-20k,技术大牛
北京庖丁科技有限公司,庖丁科技,50-150人,A轮,朝阳区,AI算法工程师,5-10年,本科,40k-80k,"自助午餐,氛围轻松,弹性工作,五险一金"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,云数据库平台研发工程师,3-5年,本科,20K-40K,"平台大,薪资待遇好,福利好"
上海微创软件股份有限公司北京分公司,微创,2000人以上,不需要融资,海淀区,路测工程师（赴北京腾讯）,1-3年,本科,6k-8k,"六险一金,弹性工作,上下班班车"
北京至信普林科技有限公司,普林科技,50-150人,A轮,海淀区,前端开发工程师,3-5年,本科,15k-25k,平台好，发展空间大
北京弘道智慧中医技术有限公司,弘道,50-150人,不需要融资,海淀区,中医药平台-算法工程师,1-3年,硕士,18k-36k,"五险一金,带薪年假,交通餐补,年终绩效"
普信恒业科技发展（北京）有限公司,宜信,2000人以上,上市公司,朝阳区,测试开发工程师,1-3年,本科,15k-22k,"六险一金,紧邻地铁,弹性工作"
上海基分文化传播有限公司,趣头条,500-2000人,上市公司,海淀区,容器开发运维工程师,3-5年,本科,15k-30k,"六险一金,技术大咖"
北京网录科技有限公司,网录科技,50-150人,不需要融资,海淀区,高级软件工程师（Go / C / C++ ),5-10年,本科,25k-50k,"五险一金,绩效奖金,不打卡,带薪假期"
众安在线财产保险股份有限公司,众安保险,2000人以上,上市公司,西城区,高级数据挖掘工程师（北京）,3-5年,不限,12k-24k,弹性扁平、独角兽、待遇优厚、福利活动多多
北京汇文立业文化传播有限公司,北京汇文立业文化传播有限公司,50-150人,B轮,昌平区,PHP高级工程师,不限,不限,15k-25k,"双休,五险一金,离地铁近"
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,高级大数据开发工程师（Java),3-5年,本科,25k-50k,"15薪,13天年假,免费3餐,六险二金"
上海基分文化传播有限公司,趣头条,500-2000人,上市公司,海淀区,资深算法工程师,3-5年,本科,40k-60k,"平均15薪,餐补,六险一金"
北京汇文立业文化传播有限公司,北京汇文立业文化传播有限公司,50-150人,B轮,昌平区,PHP高级工程师,不限,不限,12k-18k,"双休,五险一金,饭补,年底双薪"
北京易捷思达科技发展有限公司,EasyStack,150-500人,C轮,海淀区,OpenStack开发工程师,1-3年,本科,12k-22k,"五险一金,弹性工作,技术大牛,绩效奖金"
厦门美图之家科技有限公司,美图公司,2000人以上,上市公司,海淀区,数据开发工程师,3-5年,本科,15k-30k,"股票期权,发展空间大,核心团队,上市公司"
北京智者天下科技有限公司,知乎,500-2000人,D轮及以上,海淀区,后端开发工程师,3-5年,本科,15k-30k,氛围宽松、薪资优厚、六险一金、一日三餐
上海蔚来汽车有限公司,NIO蔚来,2000人以上,D轮及以上,朝阳区,运维开发工程师,3-5年,本科,20k-40k,"六险一金,弹性办公,租房补贴,学霸团队"
北京蜂睿信息科技有限公司,蜂睿信息,15-50人,未融资,朝阳区,高级web工程师,3-5年,本科,18k-30k,"项目奖金,带薪年假,节日福利"
北京钛氪新媒体科技有限公司,钛氪新媒体科技,50-150人,A轮,朝阳区,高级前端开发工程师,1-3年,本科,15k-25k,"新媒体,大数据,SaaS,HTML5"
银客未来科技（北京）有限公司,INK 银客集团,500-2000人,C轮,海淀区,算法工程师,3-5年,不限,20k-30k,"七险一金,绩效奖金,弹性工作制,免费下午茶"
杭州云脑科技有限公司,云脑科技,50-150人,A轮,朝阳区,高级前端开发工程师,3-5年,本科,15k-30k,"零食水果,五险一金,13薪奖金,健身房午餐"
北京图森智途科技有限公司,图森未来,150-500人,C轮,朝阳区,自动驾驶系统研发工程师,应届毕业生,本科,15k-30k,"行业前沿,大牛云集,发展空间大,薪酬福利好"
北京多来点信息技术有限公司,哗啦啦,500-2000人,不需要融资,西城区,运维开发工程师,1-3年,本科,10k-15k,带薪年假 专业培训 五险 双休
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,海淀区,高级php开发工程师（一线互联网经验优先）,3-5年,本科,20k-30k,年终多薪；带薪年假；六险一金；结婚礼金
北京创智优品科技有限公司,Zenjoy,150-500人,不需要融资,东城区,【校招】游戏服务器端开发工程师,应届毕业生,本科,12k-20k,"大牛团队,弹性工作,包午晚餐,六险一金"
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,海淀区,运维安全部-系统工程师,3-5年,本科,20k-40k,"纽交所上市,核心产研,年轻团队,免费晚餐"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,IDG-资深C++工程师,5-10年,硕士,30k-50k,"最核心,最前沿"
联想（北京）有限公司,联想集团,2000人以上,上市公司,海淀区,大数据开发工程师,不限,本科,20k-40k,"五险一金,福利待遇好,发展前景好,周末双休"
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,算法工程师,5-10年,本科,40k-80k,"15薪,13天年假,免费三餐,期权激励"
北京推想科技有限公司,推想科技,150-500人,B轮,朝阳区,高级后端开发工程师 (MJ000207),1-3年,本科,15k-30k,"人工智能,快速成长,弹性工作,年终奖丰厚"
天津五八驾考信息技术有限公司,58学车-驾校一点通,50-150人,A轮,朝阳区,高级IOS开发工程师,3-5年,本科,15k-25k,"免费班车,免费下午茶,五险一金,弹性工作制"
掌阅科技股份有限公司,掌阅,500-2000人,上市公司,朝阳区,算法工程师,3-5年,本科,25k-40k,上市公司，独角兽企业，核心部门，众多大牛
北京棕榈创想科技有限公司,PALMAX,50-150人,A轮,海淀区,广告系统开发工程师,3-5年,本科,25K-50K,"五险一金,试用期全薪,年度体检,年终奖"
完美世界（北京）软件科技发展有限公司,完美世界,2000人以上,上市公司,朝阳区,web前端开发工程师,3-5年,本科,15k-30k,"优秀团队,每月饭补,免费班车,公司食堂"
